name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	opencyc	bfo	dolce	dul	gloss	origin
entrance	03290771	StationaryArtifact	+				Mx4rhQwLhizbQdiQ_e-9TYPzPg				"something that provides access (to get in or get out); ""they waited at the entrance to the"	core
entrance-fee	13321495	CurrencyMeasure	+								the fee charged for admission	core
entree	05176188	NormativeAttribute	+								the right to enter	core
envelope	03291819	Envelope	+			Q170124	Mx4rvVjqo5wpEbGdrcN5Y29ycA				a flat (usually rectangular) container for a letter, thin package, etc.	core
environment	08567235	GeographicArea	+			Q43619	Mx4rwLW-jpwpEbGdrcN5Y29ycA				"the area in which something exists or lives; ""the country--the flat agricultural surround"""	core
episode	06621771	SeriesVolumeFn	+	schema:Episode	Episode	Q1983062					a part of a broadcast serial	core
equation	06669864	Equation	=		Equation		Mx4rHBTKnM3nEdmAAAACs6hRjg				a mathematical statement that two expressions are equal	core
equilibrium	13934900	SubjectiveAssessmentAttribute	+				Mx4rO-lI5CtEQdiDPPaZQyBZIw				a stable situation in which forces cancel one another	core
equipment	03294048	Device	+			Q10273457					an instrumentality needed for an undertaking or to perform a service	core
era	15248564	TimeInterval	+		Era	Q507810					a period marked by distinctive character or reckoned from a fixed point or event	core
erosion	14518924	Removing	+			Q80026	Mx4rvzeX7JwpEbGdrcN5Y29ycA				condition in which the earth's surface is worn away by the action of water and wind	core
error	05895465	False	+	schema:Error	Error						a misconception resulting from incorrect information	core
escape	00058743	Escaping	+				Mx4rKFWC8hJTEd2AAADggVfs8g				"the act of escaping physically; ""he made his escape from the mental hospital""; ""the canary"	core
escort	09992538	SocialRole	+								"a participant in a date; ""his date never stopped talking"""	core
esprit-de-corps	04625129	TraitAttribute	+								the spirit of a group that makes the members want the group to succeed	core
essay	06409562	Article	=		Essay	Q624852	Mx4rvxfXtJwpEbGdrcN5Y29ycA				an analytic or interpretive literary composition	core
estate	13250930	WealthFn	=				Mx4rvWGt4ZwpEbGdrcN5Y29ycA				everything you own; all of your assets (whether real property or personal property) and li	core
estimate	05803379	Calculating	+								"an approximate calculation of quantity or degree or worth; ""an estimate of what it would c"	core
estimation	06207029	IntentionalRelation	+								"the respect with which a person is held; ""they had a high estimation of his ability"""	core
ethics	06159473	FieldOfStudy	@		Ethics	Q9465					the philosophical study of moral values and rules	core
europe	09275473	Europe	=			Q46					the 2nd smallest continent (actually a vast peninsula of Eurasia); the British use `Europe	core
evening	15166462	Evening	+			Q7725	Mx4rvVidx5wpEbGdrcN5Y29ycA				the latter part of the day (the period of decreasing daylight from late afternoon until ni	core
event	00029378	Process	=	schema:Event	Event	Q10290214	Mx4rvViADZwpEbGdrcN5Y29ycA	BFO_0000015	event	Event	something that happens at a given place and time	core
event-ticket												core
evidence	05823932	Reasoning	+				Mx4rSWT4ar1qEdmAAAACs6hRjg				"your basis for belief or disbelief; knowledge on which to base belief; ""the evidence that "	core
evolution	13477023	BiologicalProcess	+			Q1063					(biology) the sequence of events involved in the evolutionary development of a species or 	core
exam	07197021	TestForm	=			Q27318					"a set of questions or exercises evaluating skill or knowledge; ""when the test was stolen t"	core
examination	00636461	Measuring	+			Q27318					the act of giving students or candidates a test (as by questions) to determine what they k	core
examiner	10067968	Human	+			Q511138	Mx4rP9eDkywaEdiUggAH6RYvSQ				"an investigator who observes carefully; ""the examiner searched for clues"""	core
example	05820620	Entity	+								"an item of information that is typical of a class or group; ""this patient provides a typic"	core
exception	05821246	Entity	+				Mx4rSMwpWhukQdiNdMQ3E6gwlw				"an instance that does not conform to a rule or generalization; ""all her children were bril"	core
excerpt	06400510	Text	+			Q1385610					"a passage selected from a larger work; ""he presented excerpts from William James' philosop"	core
excess	05119714	SubjectiveAssessmentAttribute	+								a quantity much larger than is needed	core
exchange	01166258	Transaction	=				Mx4rvViQlpwpEbGdrcN5Y29ycA				"the act of changing one thing for another thing; ""Adam was promised immortality in exchang"	core
excitement	14037011	EmotionalState	+				Mx4rvVjAhpwpEbGdrcN5Y29ycA				"the state of being emotionally aroused and worked up; ""his face was flushed with excitemen"	core
excuse	06741305	Stating	+				Mx4rxNcggCdsQdiSZp3ibFQQlg				"a defense of some offensive behavior or some failure to keep a promise etc.; ""he kept find"	core
execution	01163779	Execution	=								putting a condemned person to death	core
executive	08165455	Government	+				Mx4rKz0WiMsgEdmAAAACs6hRjg				persons who administer the law	core
exemplar	05925366	SubjectiveAssessmentAttribute	+			Q5419997					"something to be imitated; ""an exemplar of success""; ""a model of clarity""; ""he is the very "	core
exemption	00213903	NormativeAttribute	+								"an act exempting someone; ""he was granted immunity from prosecution"""	core
exercise	00624738	FitnessExercise	=		Exercise	Q219067					"the activity of exerting your muscles in various ways to keep fit; ""the doctor recommended"	core
exhibition	08407619	Collection	+		Exhibition	Q464980					a collection of things (goods or works of art etc.) for public display	core
exile	00207761	Removing	+			Q379693					"the act of expelling a person from their native land; ""men in exile dream of hope""; ""his d"	core
exit	03303965	Hole	+				Mx4ro4GSkalHTHqWnuYLe3rqog				"an opening that permits escape or release; ""he blocked the way out""; ""the canyon had only "	core
expansion	00365709	Increasing	+			Q1313250					the act of increasing (something) in size or volume or quantity or scope	core
expectation	05944958	Proposition	+				Mx4rvViiZJwpEbGdrcN5Y29ycA				belief about (or mental picture of) the future	core
expedition	08409130	Group	+								"an organized group of people undertaking a journey for a particular purpose; ""an expeditio"	core
experience	05758059	Learning	+								the accumulation of knowledge or skill that results from direct participation in events or	core
experiment	00639556	Experimenting	+		Experiment						the act of conducting a controlled test or investigation	core
expert	09617867	SubjectiveAssessmentAttribute	=			Q381160	Mx4rwfM85MsUEdmAAAACs6hRjg				a person with special knowledge or ability who performs skillfully	core
expertness	05640729	Proposition	+								skillfulness by virtue of possessing special knowledge	core
explaining	07232421	Communication	+			Q7958	Mx4rwI_EFpwpEbGdrcN5Y29ycA				"the act of explaining; making something plain or intelligible; ""I heard his explanation of"	core
explanation	06738281	Explanation	=			Q7958					a statement that makes something comprehensible by describing the relevant structure or op	core
exploration	00310063	Discovering	+		Exploration	Q6502154					to travel for the purpose of discovery	core
explosion	07308563	Explosion	+		Explosion	Q786054	Mx4rvgD3bpwpEbGdrcN5Y29ycA				a violent release of energy caused by a chemical or nuclear reaction	core
exposure	05043973	Attribute	+			Q271960					"vulnerability to the elements; to the action of heat or cold or wind or rain; ""exposure to"	core
expressway	03306610	StationaryArtifact	+			Q159184					a broad highway designed for high-speed traffic	core
extension	03306869	Telephone	+								an additional telephone set that is connected to the same telephone line	core
extension.time	15272382	Increasing	=								a mutually agreed delay in the date set for the completion of a job or payment of a debt; 	core
extent	13941125	Attribute	+								"the point or degree to which something extends; ""the extent of the damage""; ""the full exte"	core
extraterrestrial-being	09484465	SentientAgent	+			Q16132073	Mx4rv_nCOZwpEbGdrcN5Y29ycA				a form of life assumed to exist outside the Earth or its atmosphere	core
extreme	05098099	SubjectiveAssessmentAttribute	+				Mx4rUgzc5h6zQdiDcdmjKvgvng				"the furthest or highest degree of something; ""he carried it to extremes"""	core
eye	05311054	Eye	=			Q7364	Mx4rvViTvpwpEbGdrcN5Y29ycA				the organ of sight	core
eyebrow	05313535	BodyPart	+			Q43748	Mx4rvViEApwpEbGdrcN5Y29ycA				the arch of hair above each eye	core
eyelid	05313822	Eyelid	+			Q48228	Mx4rvVi4m5wpEbGdrcN5Y29ycA				"either of two folds of skin that can be moved to cover or open the eye; ""his lids would st"	core
fabric	03309808	Fabric	=			Q1153946					artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers;	core
fabrication	00912001	Manufacture	+								the act of constructing something (as a piece of machinery)	core
facade	03313333	Artifact	+		Facade	Q183061					the face or front of a building	core
face	05600637	Face	+			Q37017	Mx4rvVi5GZwpEbGdrcN5Y29ycA				"the front of the human head from the forehead to the chin and ear to ear; ""he washed his f"	core
facial-feature	05601758	Face	+								"the characteristic parts of a person's face: eyes and nose and mouth and chin; ""an express"	core
facility	03315023	Facility	=								a building or place that provides a particular service or is used for a particular industr	core
facsimile	03316105	FaxMachine	=		Facsimile	Q132744					duplicator that transmits the copy by wire or radio	core
fact	06636259	Fact	=								a statement or assertion of verified information about something that is the case or has h	core
factor	07327805	Process	+								"anything that contributes causally to a result; ""a number of factors determined the outcom"	core
factory	03316406	IndustrialPlant	+		Factory	Q83405					a plant consisting of one or more buildings with facilities for manufacturing	core
failing	14462946	SubjectiveAssessmentAttribute	+				Mx4rf34RQrctEdmFRAACs6hRjg				"a flaw or weak point; ""he was quick to point out his wife's failings"""	core
failure	14477877	SubjectiveAssessmentAttribute	+			Q1121708					"lack of success; ""he felt that his entire life had been a failure""; ""that year there was a"	core
fair	08408557	Meeting	+		Fair	Q288514					"gathering of producers to promote business; ""world fair""; ""trade fair""; ""book fair"""	core
fair-weather	11456462	Process	+								moderate weather; suitable for outdoor activities	core
fairy	09540430	CognitiveAgent	+		Fairy	Q8028	Mx4rvwj-OJwpEbGdrcN5Y29ycA				a small being, human in form, playful and having magical powers	core
fall	15236859	FallSeason	=			Q1314					"the season when the leaves fall from the trees; ""in the fall of 1973"""	core
fame	14437386	SubjectiveAssessmentAttribute	+			Q1271422					the state or quality of being widely honored and acclaimed	core
family	08078020	FamilyGroup	+		Family	Q259059	Mx4rvVilOpwpEbGdrcN5Y29ycA				"a social unit living together; ""he moved his family to Virginia""; ""It was a good Christian"	core
family-line	07970721	FamilyGroup	+								"people descended from a common ancestor; ""his family has lived in Massachusetts since the "	core
fan	10077593	SocialRole	+			Q193432					an ardent follower and admirer	core
fare	13308147	CurrencyMeasure	+				Mx4r0d3A0hk9QdiUqY2yMHxejQ				the sum charged for riding in a public conveyance	core
farm	03322099	Farm	=		Farm	Q131596	Mx4rvViqgJwpEbGdrcN5Y29ycA				"workplace consisting of farm buildings and cultivated land as a unit; ""it takes several pe"	core
farmer	10078806	Position	+			Q131512	Mx4rvVjhSZwpEbGdrcN5Y29ycA				a person who operates a farm	core
farming	00916464	Farming	=								the practice of cultivating the land or raising stock	core
fashion	05750657	Clothing	=		Fashion	Q12684	Mx4rdUzR9nSwEdaAAACgyZzFrg				the latest and most admired style in clothes and cosmetics and behavior	core
fat	14864360	FatTissue	+			Q127980					a soft greasy substance occurring in organic tissue and consisting of a mixture of lipids 	core
father	10080869	BiologicalAttribute	+			Q7565					"a male parent (also used as a term of address to your father); ""his father was born in Atl"	core
fatness	04999401	BiologicalAttribute	+								"excess bodily weight; ""she disliked fatness in herself as well as in others"""	core
fault	04669692	NormativeAttribute	+			Q47089	Mx4rVyUfEMQzQdGu5-YFoG-nMw				"responsibility for a bad situation or event; ""it was John's fault"""	core
faux-pas	00076196	SubjectiveAssessmentAttribute	+								a socially awkward or tactless act	core
favor	01226941	SubjectiveAssessmentAttribute	+								an act of gracious kindness	core
fear	07519253	Fear	=			Q44619	Mx4rvVjARJwpEbGdrcN5Y29ycA				an emotion experienced in anticipation of some specific pain or danger (usually accompanie	core
